番号,百景,ポイント,説明,緯度,経度,写真,画像URL1,画像URL2,画像URL3,画像URL4,画像URL5
88_4,荒波の彫刻　蘇洞門,小浜湾と小浜の町並み,小浜市は、外海の若狭湾と内海の小浜湾に面しています。外海の若狭湾は日本海側では珍しいリアス式海岸で、たいへん波が強く、沖の内外海(うちとみ)半島の先端には、永い年月をかけて波によって削られた「蘇洞門（そとも）」と呼ばれる６ｋｍにわたる壮大な奇岩・洞窟などが見られます。,35.493778,135.731949,,,,,,
88_5,荒波の彫刻　蘇洞門,人魚の像,小浜市は、外海の若狭湾と内海の小浜湾に面しています。外海の若狭湾は日本海側では珍しいリアス式海岸で、たいへん波が強く、沖の内外海(うちとみ)半島の先端には、永い年月をかけて波によって削られた「蘇洞門（そとも）」と呼ばれる６ｋｍにわたる壮大な奇岩・洞窟などが見られます。,35.495186,135.73851,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/885.jpg,,,,
88_6,荒波の彫刻　蘇洞門,蒼島,小浜市は、外海の若狭湾と内海の小浜湾に面しています。外海の若狭湾は日本海側では珍しいリアス式海岸で、たいへん波が強く、沖の内外海(うちとみ)半島の先端には、永い年月をかけて波によって削られた「蘇洞門（そとも）」と呼ばれる６ｋｍにわたる壮大な奇岩・洞窟などが見られます。,35.487301,135.683121,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/886.jpg,,,,
89_1,豊富な海産物と若狭塗　御食国若狭おばま,浜焼き鯖,若狭は古来、朝廷に海産物を納める「御食国（みけつくに）」と呼ばれ、特に小浜は豊富な海産物が水揚げされる食文化の発達した都市です。鯖街道の起点である「いづみ町」での焼き鯖、小浜漁港での水揚げなど、食文化に根ざした風景があちらこちらで見られます。,35.495232,135.742798,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/891.jpg,,,,
89_2,豊富な海産物と若狭塗　御食国若狭おばま,鯖街道の起点　いづみ町商店街,若狭は古来、朝廷に海産物を納める「御食国（みけつくに）」と呼ばれ、特に小浜は豊富な海産物が水揚げされる食文化の発達した都市です。鯖街道の起点である「いづみ町」での焼き鯖、小浜漁港での水揚げなど、食文化に根ざした風景があちらこちらで見られます。,35.495277,135.742874,,,,,,
89_3,豊富な海産物と若狭塗　御食国若狭おばま,豊富な海産物が水揚げされる小浜漁港,若狭は古来、朝廷に海産物を納める「御食国（みけつくに）」と呼ばれ、特に小浜は豊富な海産物が水揚げされる食文化の発達した都市です。鯖街道の起点である「いづみ町」での焼き鯖、小浜漁港での水揚げなど、食文化に根ざした風景があちらこちらで見られます。,35.502972,135.736496,,,,,,
89_4,豊富な海産物と若狭塗　御食国若狭おばま,いさざ漁,若狭は古来、朝廷に海産物を納める「御食国（みけつくに）」と呼ばれ、特に小浜は豊富な海産物が水揚げされる食文化の発達した都市です。鯖街道の起点である「いづみ町」での焼き鯖、小浜漁港での水揚げなど、食文化に根ざした風景があちらこちらで見られます。,35.502605,135.746231,,,,,,
89_5,豊富な海産物と若狭塗　御食国若狭おばま,小浜城址,若狭は古来、朝廷に海産物を納める「御食国（みけつくに）」と呼ばれ、特に小浜は豊富な海産物が水揚げされる食文化の発達した都市です。鯖街道の起点である「いづみ町」での焼き鯖、小浜漁港での水揚げなど、食文化に根ざした風景があちらこちらで見られます。,35.503925,135.745514,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/895.jpg,,,,
90_1,茶屋町の情緒漂う紅殻格子　三丁町,小浜西組重要伝統的建造物群保存地区の一角　三丁町,小浜市小浜西組地区は重要伝統的建造物群保存地区に選定され、丹後街道が東に折れ曲がる周辺を境にして、東に商家町、西に茶屋町、後瀬(のちせ)山麓および西端部には寺町が形成されています。茶屋町があったところは三丁町と呼ばれ、紅殻格子（べんがらこうし）などを有した家並みが建ち並び、落ち着いた雰囲気を感じさせます。,35.490505,135.733353,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/901.jpg,,,,
90_2,茶屋町の情緒漂う紅殻格子　三丁町,放生祭,小浜市小浜西組地区は重要伝統的建造物群保存地区に選定され、丹後街道が東に折れ曲がる周辺を境にして、東に商家町、西に茶屋町、後瀬(のちせ)山麓および西端部には寺町が形成されています。茶屋町があったところは三丁町と呼ばれ、紅殻格子（べんがらこうし）などを有した家並みが建ち並び、落ち着いた雰囲気を感じさせます。,35.493191,135.739212,,,,,,
90_3,茶屋町の情緒漂う紅殻格子　三丁町,地区住民による一門一灯運動,小浜市小浜西組地区は重要伝統的建造物群保存地区に選定され、丹後街道が東に折れ曲がる周辺を境にして、東に商家町、西に茶屋町、後瀬(のちせ)山麓および西端部には寺町が形成されています。茶屋町があったところは三丁町と呼ばれ、紅殻格子（べんがらこうし）などを有した家並みが建ち並び、落ち着いた雰囲気を感じさせます。,35.491695,135.735931,,,,,,
90_4,茶屋町の情緒漂う紅殻格子　三丁町,常高寺参道,小浜市小浜西組地区は重要伝統的建造物群保存地区に選定され、丹後街道が東に折れ曲がる周辺を境にして、東に商家町、西に茶屋町、後瀬(のちせ)山麓および西端部には寺町が形成されています。茶屋町があったところは三丁町と呼ばれ、紅殻格子（べんがらこうし）などを有した家並みが建ち並び、落ち着いた雰囲気を感じさせます。,35.490433,135.734756,,,,,,
90_5,茶屋町の情緒漂う紅殻格子　三丁町,常高寺山門,小浜市小浜西組地区は重要伝統的建造物群保存地区に選定され、丹後街道が東に折れ曲がる周辺を境にして、東に商家町、西に茶屋町、後瀬(のちせ)山麓および西端部には寺町が形成されています。茶屋町があったところは三丁町と呼ばれ、紅殻格子（べんがらこうし）などを有した家並みが建ち並び、落ち着いた雰囲気を感じさせます。,35.490055,135.734833,,,,,,
90_6,茶屋町の情緒漂う紅殻格子　三丁町,常高院墓所,小浜市小浜西組地区は重要伝統的建造物群保存地区に選定され、丹後街道が東に折れ曲がる周辺を境にして、東に商家町、西に茶屋町、後瀬(のちせ)山麓および西端部には寺町が形成されています。茶屋町があったところは三丁町と呼ばれ、紅殻格子（べんがらこうし）などを有した家並みが建ち並び、落ち着いた雰囲気を感じさせます。,35.489056,135.734909,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/906.jpg,,,,
91_1,古刹と仏像の宝庫　大陸の玄関口　小浜,明通寺の三重塔,古来より大陸の玄関口として栄え、仏教文化の伝来ルートであった小浜市には、数多くの古刹（こさつ）が残されています。本堂と三重塔が国宝の明通寺、名勝となっている萬徳寺の庭園、重要文化財となっている羽賀寺の十一面観音立像や妙楽寺の千手観音立像など、仏教の歴史の重みを感じさせる貴重な寺や仏像を見ることができます。,35.453491,135.804779,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/911.jpg,,,,
91_2,古刹と仏像の宝庫　大陸の玄関口　小浜,明通寺の本堂,古来より大陸の玄関口として栄え、仏教文化の伝来ルートであった小浜市には、数多くの古刹（こさつ）が残されています。本堂と三重塔が国宝の明通寺、名勝となっている萬徳寺の庭園、重要文化財となっている羽賀寺の十一面観音立像や妙楽寺の千手観音立像など、仏教の歴史の重みを感じさせる貴重な寺や仏像を見ることができます。,35.453594,135.80455,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/912.jpg,,,,
91_3,古刹と仏像の宝庫　大陸の玄関口　小浜,明通寺の庭園と水原秋桜子の句碑,古来より大陸の玄関口として栄え、仏教文化の伝来ルートであった小浜市には、数多くの古刹（こさつ）が残されています。本堂と三重塔が国宝の明通寺、名勝となっている萬徳寺の庭園、重要文化財となっている羽賀寺の十一面観音立像や妙楽寺の千手観音立像など、仏教の歴史の重みを感じさせる貴重な寺や仏像を見ることができます。,35.453442,135.804596,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/913.jpg,,,,
91_4,古刹と仏像の宝庫　大陸の玄関口　小浜,萬徳寺の庭園,古来より大陸の玄関口として栄え、仏教文化の伝来ルートであった小浜市には、数多くの古刹（こさつ）が残されています。本堂と三重塔が国宝の明通寺、名勝となっている萬徳寺の庭園、重要文化財となっている羽賀寺の十一面観音立像や妙楽寺の千手観音立像など、仏教の歴史の重みを感じさせる貴重な寺や仏像を見ることができます。,35.468891,135.785233,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/914.jpg,,,,
